"astro-ph/0201470","Daniel Huber","Daniel Huber & Daniel Pfenniger","Long-Range Correlations in Self-Gravitating N-Body Systems","20 pages, 21 figures. Accepted for publication in A&A",,"10.1051/0004-6361:20020232",,"astro-ph cond-mat.stat-mech",,"  Observed self-gravitating systems reveal often fragmented non-equilibrium
structures that feature characteristic long-range correlations. However, models
accounting for non-linear structure growth are not always consistent with
observations and a better understanding of self-gravitating $N$-body systems
appears necessary. Because unstable gravitating systems are sensitive to
non-gravitational perturbations we study the effect of different dissipative
factors as well as different small and large scale boundary conditions on
idealized $N$-body systems. We find, in the interval of negative specific heat,
equilibrium properties differing from theoretical predictions made for
gravo-thermal systems, substantiating the importance of microscopic physics and
the lack of consistent theoretical tools to describe self-gravitating gas.
Also, in the interval of negative specific heat, yet outside of equilibrium,
unforced systems fragment and establish transient long-range correlations. The
strength of these correlations depends on the degree of granularity, suggesting
to make the resolution of mass and force coherent. Finally, persistent
correlations appear in model systems subject to an energy flow.
","[{""version"":""v1"",""created"":""Tue, 29 Jan 2002 16:01:51 GMT""}]","2009-11-07"
"astro-ph/0201471","Boselli Alessandro","A. Boselli, G. Gavazzi, J. Lequeux, D. Pierini","[CII] at 158 mic as a star formation tracer in late-type galaxies","Accepted for publication on Astronomy & Astrophysics",,"10.1051/0004-6361:20020156",,"astro-ph",,"  We present a calibration of the massive star formation rate vs. [CII]
luminosity relation based on a sample of nearby, late-type galaxies observed
with ISO-LWS and imaged in the Halpha+[NII] line. The relation holds for far-IR
luminosities 10^8 < L_{FIR} < 10^{10.5} L (solar units). The derived star
formation rates have an uncertainty of about a factor of 10. Part of this
uncertainty is due to the different mix of contributions to the [CII] emission
from the different components of the interstellar medium in individual
galaxies, as discussed in an appendix.
","[{""version"":""v1"",""created"":""Tue, 29 Jan 2002 16:23:19 GMT""}]","2009-11-07"
"astro-ph/0201472","Luciana Pompeia Cavalcanti","Luciana Pompeia, Beatriz Barbuy, Michel Grenon and Bruno Castilho","Detailed Analysis of Nearby Bulgelike Dwarf Stars II. Lithium Abundances","9 pages, 7 figures",,"10.1086/339742",,"astro-ph",,"  Li abundances are derived for a sample of bulgelike stars with isochronal
ages of 10-11 Gyr. These stars have orbits with pericentric distances, Rp, as
small as 2-3 kpc and Zmax < 1 kpc. The sample comprises G and K dwarf stars in
the metallicity range -0.80<[Fe/H]< +0.40. Few data of Li abundances in old
turn-off stars (> 4.5 Gyr) within the present metallicity range are available.
M67 (4.7 Gyr) and NGC 188 (6 Gyr) are the oldest studied metal-rich open
clusters with late-type stars. Li abundances have also been studied for few
samples of old metal-rich field stars. In the present work a high dispersion in
Li abundances is found for bulgelike stars for all the metallicity range,
comparable with values in M67. The role of metallicity and age on a Li
depletion pattern is discussed. The possible connection between Li depletion
and oxygen abundance due to atmospheric opacity effects is investigated.
","[{""version"":""v1"",""created"":""Tue, 29 Jan 2002 16:28:20 GMT""}]","2009-11-07"
"astro-ph/0201473","Coel Hellier","Coel Hellier and A.P. Beardmore (Keele University)","The accretion flow in the discless intermediate polar V2400 Ophiuchi","10 pages, 12 figures, To appear in MNRAS, includes low-res figures to
  reduce size","Mon.Not.Roy.Astron.Soc. 331 (2002) 407","10.1046/j.1365-8711.2002.05199.x",,"astro-ph",,"  RXTE observations confirm that the X-ray lightcurve of V2400 Oph is pulsed at
the beat cycle, as expected in a discless intermediate polar. There are no
X-ray modulations at the orbital or spin cycles, but optical line profiles vary
with all three cycles. We construct a model for line-profile variations in a
discless accretor, based on the idea that the accretion stream flips from one
magnetic pole to the other, and show that this accounts for the observed
behaviour over the spin and beat cycles. The minimal variability over the
orbital cycle implies that 1) V2400 Oph is at an inclination of only ~10 deg,
and 2) much of the accretion flow is not in a coherent stream, but is circling
the white dwarf, possibly as a ring of denser, diamagnetic blobs. We discuss
the light this sheds on disc formation in intermediate polars.
","[{""version"":""v1"",""created"":""Tue, 29 Jan 2002 17:35:29 GMT""}]","2009-11-07"
"astro-ph/0201474","Coel Hellier","Coel Hellier (Keele), Graham Wynn (Leicester), David Buckley (SAAO)","On the accretion mode of the intermediate polar V1025 Centauri","9 pages, 8 figures, To appear in MNRAS, includes low-res figures to
  reduce size","Mon.Not.Roy.Astron.Soc. 333 (2002) 84","10.1046/j.1365-8711.2002.05381.x",,"astro-ph",,"  The long white-dwarf spin periods in the magnetic cataclysmic variables EX
Hya and V1025 Cen imply that if the systems possess accretion discs then they
cannot be in equilibrium. It has been suggested that instead they are discless
accretors in which the spin-up torques resulting from accretion are balanced by
the ejection of part of the accretion flow back towards the secondary. We
present phase-resolved spectroscopy of V1025 Cen aimed at deducing the nature
of the accretion flow, and compare this with simulations of a discless
accretor. We find that both the conventional disc-fed model and the
discless-accretor model have strengths and weaknesses, and that further work is
needed before we can decide which applies to V1025 Cen.
","[{""version"":""v1"",""created"":""Tue, 29 Jan 2002 17:19:37 GMT""}]","2016-08-30"
"astro-ph/0201475","Coel Hellier","Coel Hellier (Keele University)","Stream-fed Accretion in Intermediate Polars","10 pages, 6 figures, To appear in 'The Physics of Cataclysmic
  Variables and Related Objects', Goettingen, August 5-10, 2001; includes
  low-res figures to reduce size",,,,"astro-ph",,"  I review the observational evidence for stream-fed accretion in intermediate
polars. Recent work on the discless system V2400 Oph confirms the pole-flipping
model of stream-fed accretion, but this applies only to a minority of the flow.
The bulk of the flow is in the form of blobs circling the white dwarf, a state
which might have been a precursor to disc formation in other IPs. I also
discuss work on the systems with anomalously long spin periods, V1025 Cen and
EX Hya. There are arguments both for and against stream-fed accretion in V1025
Cen, and further work is necessary before reaching a conclusion about this
system.
","[{""version"":""v1"",""created"":""Tue, 29 Jan 2002 17:20:09 GMT""}]","2007-05-23"
"astro-ph/0201476","Felix Mirabel","I. Felix Mirabel","The Most Luminous Galaxies","12 pages, 6 figures. Invited Review at the Conference Lighthouses of
  the universe. August 6-10, 2001 (Garching, Germany)",,"10.1007/10856495_14",,"astro-ph",,"  Ultraluminous galaxies in the local universe (z$\leq$0.2) emit the bulk of
their energy in the mid and far-infrared. The multiwavelength approach to these
objects has shown that they are advanced mergers of gas-rich spiral galaxies.
Galaxy-galaxy collisions took place on all cosmological time-scales, and nearby
mergers serve as local analogs to gain insight into the physical processes that
lead to the formation and trans-formation of galaxies in the more distant
universe. Here I review multiwavelength observations --with particular emphasis
on recent results obtained with ISO-- of mergers of massive galaxies driving
the formation of: 1) luminous infrared galaxies, 2) elliptical galaxy cores, 3)
luminous dust-enshrouded extranuclear starbursts, 4) symbiotic galaxies that
host AGNs, and 5) tidal dwarf galaxies. The most important implication for
studies on the formation of galaxies at early cosmological timescales is that
the distant analogs to the local ultraluminous infrared galaxies are invisible
in the ultraviolet and optical wavelength rest-frames and should be detected as
sub-millimeter sources with no optical counterparts.
","[{""version"":""v1"",""created"":""Tue, 29 Jan 2002 17:29:34 GMT""}]","2009-11-07"
"astro-ph/0201477","Patrick Petitjean","Patrick Petitjean (Institut d'Astrophysique de Paris), R. Srianand
  (IUCAA, Pune), C\'edric Ledoux (ESO, Germany)","Molecular hydrogen at z=1.973 toward Q0013-004: Dust depletion pattern
  in damped Lyman-alpha systems","9 pages, 8 figures, MNRAS Latex. Accepted for publication in MNRAS",,"10.1046/j.1365-8711.2002.05331.x",,"astro-ph",,"  We study the dust depletion pattern in eight well separated components of the
z=1.973, logN(HI)=20.83, damped Lyman-alpha system toward Q0013-004, four of
which have detectable H2 absorption. The apparent correlation between the
abundance ratios [Fe/S] and [Si/S] in the components indicates that the
abundance pattern is indeed due to dust-depletion. In particular, we find
evidence for depletion similar to what is observed in cold gas of the Galactic
disk ([Fe/Zn]=-1.59, Fe/S=-1.74, Zn/S=-0.15, [Si/S]=-0.85) in one of the
weakest components in which molecular hydrogen is detected with logN(H2)=16.5.
This is the first time such a large depletion is seen in a DLA system. This
observation supports the possibility that current samples of DLA systems might
be biased against the presence of cold and dusty gas along the line of sight.
The overall metallicities of this peculiar DLA system in which OI and CII are
spread over 1050 km/s are [P/H]=-0.64, [Zn/H]=-0.74 and [S/H]=-0.82 relative to
solar. The sub-DLA system at z=1.96753 has [P/H]>0.06, [Zn/H]>-0.02 and
[S/H]>-0.18. The overall molecular fraction is in the range -2.7<logf<-0.6. CO
is not detected (logN(CO)/N(HI)<-8) and HD could be present at z=1.97380. We
show that the presence of H2 is closely related to the physical conditions of
the gas: high particle density together with low temperature. The observed
excitation of high J H2 levels and the molecular fraction show large variations
from one component to the other suggesting that the UV radiation field is
highly inhomogeneous throughout the system. Gas pressure, estimated from CI
absorptions, is larger than what is observed in the ISM of our Galaxy. All this
is probably a consequence of intense star-formation activity in the vicinity of
the absorbing gas. (Abridged)
","[{""version"":""v1"",""created"":""Tue, 29 Jan 2002 17:43:46 GMT""}]","2009-11-07"
"astro-ph/0201478","Matteo Murgia","M. Murgia, A. Crapsi, L. Moscadelli, L. Gregorini","Radio continuum and CO emission in star-forming galaxies","14 pages, 14 ps figures, A&A in press. Changes: x-axis scale in right
  panels of figs. 2 and 3 corrected",,"10.1051/0004-6361:20020140",,"astro-ph",,"  We combine the radio continuum images from the NRAO VLA Sky Survey with the
CO-line observations from the extragalactic CO survey of the Five College Radio
Astronomy Observatory to study the relationship between molecular gas and the
star formation rate within the disks of 180 spiral galaxies at 45"" resolution.
We find a tight correlation between these quantities. On average, the ratio
between the radio continuum and the CO emission is constant, within a factor of
3, both inside the same galaxy and from galaxy to galaxy. The mean star
formation efficiency deduced from the radio continuum corresponds to convert
3.5% of the available molecular gas into stars on a time scale of 10^8 yr and
depends weakly on general galaxy properties, such as Hubble type or nuclear
activity. A comparison is made with another similar analysis performed using
the H_alpha luminosity as star formation indicator. The overall agreement we
find between the two studies reinforces the use of the radio luminosity as star
formation rate indicator not only on global but also on local scales.
","[{""version"":""v1"",""created"":""Tue, 29 Jan 2002 19:09:16 GMT""},{""version"":""v2"",""created"":""Mon, 11 Feb 2002 09:37:12 GMT""}]","2009-11-07"
"astro-ph/0201479","John Papaloizou","Adriane Steinacker, John C.B. Papaloizou","3D-MHD simulations of an accretion disk with star-disk boundary layer","Accepted for publication in ApJ",,"10.1086/339892",,"astro-ph",,"  We present global 3D MHD simulations of geometrically thin but unstratified
accretion disks in which a near Keplerian disk rotates between two bounding
regions with initial rotation profiles that are stable to the MRI. The inner
region models the boundary layer between the disk and an assumed more slowly
rotating central, non magnetic star. We investigate the dynamical evolution of
this system in response to initial vertical and toroidal fields imposed in a
variety of domains contained within the near Keplerian disk. Cases with both
non zero and zero net magnetic flux are considered and sustained dynamo
activity found in runs for up to fifty orbital periods at the outer boundary of
the near Keplerian disk. Simulations starting from fields with small radial
scale and with zero net flux lead to the lowest levels of turbulence and
smoothest variation of disk mean state variables. For our computational set up,
average values of the Shakura & Sunyaev (1973) $\alpha$ parameter in the
Keplerian disk are typically $0.004\pm 0.002.$ Magnetic field eventually always
diffuses into the boundary layer resulting in the build up of toroidal field
inward angular momentum transport and the accretion of disk material. The mean
radial velocity, while exhibiting large temporal fluctuations is always
subsonic. Simulations starting with net toroidal flux may yield an average
$\alpha \sim 0.04.$ While being characterized by one order of magnitude larger
average $\alpha$, simulations starting from vertical fields with large radial
scale and net flux may lead to the formation of persistent non-homogeneous,
non-axisymmetric magnetically dominated regions of very low density.
","[{""version"":""v1"",""created"":""Tue, 29 Jan 2002 18:01:32 GMT""}]","2015-05-27"
"astro-ph/0201480","Douglas Gies","L. R. Penny, D. R. Gies, J. H. Wise, D. J. Stickland, C. Lloyd","Tomographic Separation of Composite Spectra. IX. The Massive Close
  Binary HD 115071","Submitted to ApJ","Astrophys.J. 575 (2002) 1050-1056","10.1086/341432",,"astro-ph",,"  We present the first orbital elements for the massive close binary, HD
115071, a double-lined spectroscopic binary in a circular orbit with a period
of 2.73135 +/- 0.00003 days. The orbital semiamplitudes indicate a mass ratio
of M_2/M_1 = 0.58 +/- 0.02 and yet the stars have similar luminosities. We used
a Doppler tomography algorithm to reconstruct the individual component optical
spectra, and we applied well known criteria to arrive at classifications of
O9.5 V and B0.2 III for the primary and secondary, respectively. We present
models of the Hipparcos light curve of the ellipsoidal variations caused by the
tidal distortion of the secondary, and the best fit model for a Roche-filling
secondary occurs for an inclination of i = 48.7 +/- 2.1 degrees. The resulting
masses are 11.6 +/- 1.1 and 6.7 +/- 0.7 solar masses for the primary and
secondary, respectively, so that both stars are very overluminous for their
mass. The system is one of only a few known semi-detached, Algol-type binaries
that contain O-stars. We suggest that the binary has recently emerged from
extensive mass transfer (possibly through a delayed contact and common envelope
process).
","[{""version"":""v1"",""created"":""Tue, 29 Jan 2002 18:04:48 GMT""},{""version"":""v2"",""created"":""Tue, 2 Apr 2002 18:42:47 GMT""}]","2009-11-07"
