"astro-ph/0202252","Alberto Rodriguez-Ardila","A. Rodriguez-Ardila (1), S. M. Viegas (1), M. G. Pastoriza (2), L.
  Prato (3) and Carlos J. Donzelli (4) ((1) IAG-USP, (2) UFRGS, (3) UCLA, (4)
  IATE)","The OI Line Emission in Active Galactic Nuclei Revisited","26 pages, 5 figures. Accepted for publication in ApJ",,"10.1086/340192",,"astro-ph",,"  UV, visible, and near-infrared spectroscopy is used to study the transitions
of neutral oxygen leading to the emission of broad OI $\lambda$8446,
$\lambda$11287 and $\lambda$1304 in Active Galactic Nuclei. From the strength
of the former two lines, contrary to the general belief, we found that in six
out of seven galaxies, L-beta fluorescence is not the only mechanism
responsible for the formation of these three lines. Because OI $\lambda$13165
is almost reduced to noise level, continuum fluorescence is ruled out as an
additional excitation mechanism, but the presence of OI $\lambda$7774 in one of
the objects suggests that collisional ionization may have an important role in
the formation of OI $\lambda$8446. The usefulness of the OI lines as a reliable
reddening indicator for the broad line region is discussed. The values of
E(B-V) derived from the OI $\lambda 1304/\lambda$8446 ratio agree with those
obtained using other reddening indicators. The observations point toward a
break in the one-to-one photon relation between OI $\lambda$8446 and OI
$\lambda$1304, attributable to several destruction mechanisms that may affect
the latter line.
","[{""version"":""v1"",""created"":""Wed, 13 Feb 2002 16:19:04 GMT""}]","2009-11-07"
"astro-ph/0202253","Alice C. Quillen","A.C. Quillen","Using a Hipparcos derived HR diagram to limit the metallicity scatter of
  stars in the Hyades -- Are Stars Polluted?","submitted to AJ",,"10.1086/340809",,"astro-ph",,"  Hipparcos parallaxes and proper motions have made it possible to construct
Hertzsprung-Russell (HR) diagrams of nearby clusters with unprecedented
accuracy. The standard deviation of high fidelity non-binary non-variable stars
about a model stellar evolution isochrone in the Hyades cluster is about 0.04
magnitudes. We use this deviation to estimate an upper limit on the scatter in
metallicities in stars in this cluster. From the gradient of the isochrones
evolution in the HR diagram we estimate an upper limit for the scatter of
metallicities Delta [Fe/H] <~ 0.03 dex, a smaller limit than has been measured
previously spectroscopically. This suggests that stars in open clusters are
formed from gas that is nearly homogeneous in its metallicity. We consider the
hypothesis that processes associated with planet formation can pollute the
convection zone of stars. If the position on the HR diagram is insensitive to
the metallicity of the convection zone and atmosphere, then stars which have
very polluted convection zones can be identified from a comparison between
their metallicity and position on the HR diagram. Alternatively if the
pollution of the star by metals results in a large change in the position of
the star on the HR diagram in a direction perpendicular to the isochrone, then
the low scatter of stars in the Hyades can be used to place constraints on
quantity of high-Z material that could have polluted the stars.
","[{""version"":""v1"",""created"":""Wed, 13 Feb 2002 16:36:47 GMT""}]","2009-11-07"
"astro-ph/0202254","Charles Dermer","C. D. Dermer (NRL)","Gamma Ray Bursts and Cosmic Ray Origin","Invited plenary review, 27th International Cosmic Ray Conference,
  Hamburg, Germany (7-15 August 2001), 20 pages, 11 figs; uses icrc.cls; print
  postscript if pdf gives problems",,,,"astro-ph",,"  This paper presents the theoretical basis of the fireball/blast wave model,
and some implications of recent results on GRB source models and cosmic-ray
production from GRBs. BATSE observations of the prompt gamma-ray luminous
phase, and Beppo-SAX and long wavelength afterglow observations of GRBs are
briefly summarized. Derivation of spectral and temporal indices of an adiabatic
blast wave decelerating in a uniform surrounding medium in the limiting case of
a nonrelativistic reverse shock, both for spherical and collimated outflows, is
presented as an example of the general theory. External shock model fits for
the afterglow lead to the conclusion that GRB outflows are jetted. The external
shock model also explains the temporal duration distribution and clustering of
peak energies in prompt spectra of long-duration GRBs, from which the redshift
dependence of the GRB source rate density can be derived. Source models are
reviewed in light of the constant energy reservoir result of Frail et al. that
implies a total GRB energy of a few times 10^{51} ergs and an average beaming
fraction of ~1/500 of full sky. Paczynski's isotropic hypernova model is ruled
out. The Vietri-Stella model two-step collapse process is preferred over a
hypernova/collapsar model in view of the X-ray observations of GRBs and the
constant energy reservoir result. Second-order processes in GRB blast waves can
accelerate particles to ultra-high energies. GRBs may be the sources of UHECRs
and cosmic rays with energies above the knee of the cosmic ray spectrum.
High-energy neutrino and gamma-ray observations with GLAST and ground-based
gamma-ray telescopes will be crucial to test GRB source models.
","[{""version"":""v1"",""created"":""Wed, 13 Feb 2002 17:15:48 GMT""}]","2007-05-23"
"astro-ph/0202255","Wendy M. Lane","W.M. Lane (NRL), N.E. Kassim (NRL), T.A. Ensslin (MPA-Garching), D.E.
  Harris (CFA), R.A. Perley (NRAO)","3C 129 at 90cm: Evidence for a Radio Relic?","8 pages, 2 figures, accepted for publication in AJ",,"10.1086/340359",,"astro-ph",,"  We present a new wide-field map of the radio galaxy 3C 129 and its companion
galaxy 3C 129.1 at lambda=90 cm. We see a distinct steep-spectrum feature near
the head of 3C 129, extending in a direction perpendicular to the radio tails.
We propose that this Crosspiece might consist of fossil radio plasma, which has
been re-energized by the compression of the bow shock of the supersonically
moving galaxy 3C 129. One possible origin of the fossil radio plasma could be
the tail of a nearby head-tail radio galaxy. We discuss the implications of,
and give testable predictions for this scenario.
","[{""version"":""v1"",""created"":""Wed, 13 Feb 2002 18:41:38 GMT""}]","2009-11-07"
"astro-ph/0202256","Dragan Huterer","Dragan Huterer, Glenn D. Starkman, Mark Trodden","Is the Universe Inflating? Dark Energy and the Future of the Universe","7 pages, 7 figures","Phys.Rev. D66 (2002) 043511","10.1103/PhysRevD.66.043511","CWRU-03-02, SU-GP-02/2-1","astro-ph hep-ph",,"  We consider the fate of the observable universe in the light of the discovery
of a dark energy component to the cosmic energy budget. We extend results for a
cosmological constant to a general dark energy component and examine the
constraints on phenomena that may prevent the eternal acceleration of our patch
of the universe. We find that the period of accelerated cosmic expansion has
not lasted long enough for observations to confirm that we are undergoing
inflation; such an observation will be possible when the dark energy density
has risen to between 90% and 95% of the critical. The best we can do is make
cosmological observations in order to verify the continued presence of dark
energy to some high redshift. Having done that, the only possibility that could
spoil the conclusion that we are inflating would be the existence of a
disturbance (the surface of a true vacuum bubble, for example) that is moving
toward us with sufficiently high velocity, but is too far away to be currently
observable. Such a disturbance would have to move toward us with speed greater
than about 0.8c in order to spoil the late-time inflation of our patch of the
universe and yet avoid being detectable.
","[{""version"":""v1"",""created"":""Wed, 13 Feb 2002 19:06:23 GMT""}]","2009-11-07"
"astro-ph/0202257","Pinaki Chatterjee","Pinaki Chatterjee, Lars Hernquist, Abraham Loeb","Brownian Motion in Gravitationally-Interacting Systems","4 pages, 2 figures. Accepted for publication in Physical Review
  Letters",,"10.1103/PhysRevLett.88.121103",,"astro-ph",,"  We derive a model that describes the motion of a Brownian particle in a
system which is dominated by gravitational forces. An example of such a system
is a massive black hole immersed in a cluster of stars. We compute the
dispersion in the position and velocity of such a black hole, and examine
whether it achieves a state of equipartition of kinetic energy with the stars.
This problem has been considered before only for stellar systems with an
isothermal Maxwellian distribution of velocities; here we study other examples
and confirm our calculations with N-body simulations. In certain cases,
depending on the stellar distribution function, the black hole can acquire a
steady state kinetic energy which is very far from equipartition relative to
the stars.
","[{""version"":""v1"",""created"":""Wed, 13 Feb 2002 19:40:17 GMT""}]","2009-11-07"
"astro-ph/0202258","Katja Pottschmidt","K. Pottschmidt (1), J. Wilms (1), M. A. Nowak (2), G. G. Pooley (3),
  T. Gleissner (1), W. A. Heindl (4), D. M. Smith (5), R. Remillard (2), R.
  Staubert (1) ((1) IAA Tuebingen, (2) MIT, (3) MRAO Cambridge, (4) CASS, UCSD,
  (5) SSL, UCB)","Long Term Variability of Cyg X-1 I. X-ray spectral-temporal correlations
  in the hard state","21 pages, 16 figures, the sections on failed state transitions have
  been restructured for clarity, a section on thin Lorentzians has been added,
  and the definition of Q has been adapted to general use","A&A 407, 1039-1058 (2003)","10.1051/0004-6361:20030906",,"astro-ph",,"  We present the long term evolution of the timing properties of the black hole
candidate Cygnus X-1 in the 0.002-128 Hz frequency range as monitored from 1998
to 2001 with the RXTE. The hard state power spectral density (PSD) is well
modeled as the sum of four Lorentzians, which describe distinct broad noise
components. Before 1998 July, Cyg X-1 was in a ""quiet"" hard state characterized
primarily by the first three of these broad Lorentzians. Around 1998 May, this
behavior changed: the total fractional rms amplitude decreased, the peak
frequencies of the Lorentzians increased, the average time lag slightly
increased, and the X-ray spectrum softened. The change in the timing parameters
is mainly due to a strong decrease in the amplitude of the third Lorentzian.
Since then, an unusually large number of X-ray flares have been observed.
During these ""failed state transitions"", the X-ray power spectrum changes to
that of the intermediate state. Modeling this PSD with the four Lorentzians, we
find that the first Lorentzian component is suppressed relative to the second
and third Lorentzian. Also the frequency-dependent time lags increase
significantly. We confirm the interpretation as failed state transitions with
observations from the 2001 Jan. and 2001 Oct. soft states. Such behavior
suggests that some or all of the Lorentzian components are associated with the
accretion disk corona. We discuss the physical interpretation of our results.
","[{""version"":""v1"",""created"":""Wed, 13 Feb 2002 19:45:34 GMT""},{""version"":""v2"",""created"":""Sat, 6 Sep 2003 16:27:23 GMT""}]","2009-11-07"
"astro-ph/0202259","Brian Sharpee","Brian Sharpee (1), Michele Stark (1), Barton Pritzl (1), Horace Smith
  (1), Nancy Silbermann (2), Ronald Wilhelm (3), Alistair Walker (4) ((1)
  Michigan State University, (2) SIRTF Science Center, (3) Texas Tech
  University, (4) CTIO/NOAO)","B,V Photometry of Variable Stars in the Northeast Arm of the Small
  Magellanic Cloud","51 pages, 22 figures, AJ, accepted, larger figures 1-3 available at
  ftp://ftp.pa.msu.edu/pub/smith",,"10.1086/340185",,"astro-ph",,"  B and V photometry has been obtained for variable stars in the northeast arm
of the Small Magellanic Cloud (SMC). Periods and lightcurves have been
determined for 237 periodic variables, including 201 Cepheids, 68 of which are
newly discovered. Fundamental mode Cepheids and first overtone mode Cepheids
are generally well separated in the B,V color-magnitude diagram, with the
latter having bluer mean colors than the former. The Cepheid period-color
relationship for this outlying SMC field is indistinguishable from that seen in
more centrally located SMC fields, and is bluer than theoretical predictions.
The red edge to the populated portion of the instability strip shifts to bluer
colors for fainter Cepheids. There is support from our sample for a previously
reported steepening in the slope of the period-luminosity relation for
fundamental mode Cepheids near a period of 2 days. The Cepheids of the
northeast arm may be closer to us than are those of the main body of the SMC,
but the difference is smaller than or equal to about 4 kpc, comparable to the
tidal radius of the SMC.
","[{""version"":""v1"",""created"":""Wed, 13 Feb 2002 20:02:27 GMT""},{""version"":""v2"",""created"":""Fri, 22 Feb 2002 15:21:04 GMT""}]","2009-11-07"
"astro-ph/0202260","J. S. Alcaniz","J. V. Cunha (Univ. Fed. do Rio Grande do Norte), J. S. Alcaniz (Univ.
  of Washington), J. A. S. Lima (Univ. Fed. do Rio Grande do Norte)","Deflationary cosmology: constraints from angular size and ages of
  globular clusters","6 pages, 3 figures, revised version to appear in Phys. Rev. D","Phys.Rev. D66 (2002) 023520","10.1103/PhysRevD.66.023520",,"astro-ph",,"  Observational constraints to a large class of decaying vacuum cosmologies are
derived using the angular size data of compact radio sources and the latest age
estimates of globular clusters. For this class of deflationary $\Lambda(t)$
models, the present value of the vacuum energy density is quantified by a
positive $\beta$ parameter smaller than unity. In the case of milliarcsecond
compact radio-sources, we find that the allowed intervals for $\beta$ and the
matter density parameter $\Omega_m$ are heavily dependent on the value of the
mean projected linear size $l$. For $l \simeq 20h^{-1} - 30h^{-1}$ pc, the best
fit occurs for $\beta \sim 0.58$, $\Omega_{\rm{m}} \sim 0.58$, and $\beta \sim
0.76$, $\Omega_{\rm{m}} \sim 0.28$, respectively. This analysis shows that if
one minimizes $\chi^{2}$ for the free parameters $l$, $\Omega_{\rm{m}}$ and
$\beta$, the best fit for these angular size data corresponds to a decaying
$\Lambda(t)$ with $\Omega_{\rm{m}} = 0.54$ $\beta=0.6$ and $l = 22.64h^{-1}$
pc. Constraints from age estimates of globular clusters and old high redshift
galaxies are not so restrictive, thereby suggesting that there is no age crisis
for this kind of $\Lambda(t)$ cosmologies.
","[{""version"":""v1"",""created"":""Wed, 13 Feb 2002 20:16:48 GMT""},{""version"":""v2"",""created"":""Tue, 2 Jul 2002 21:55:12 GMT""}]","2009-11-07"
"astro-ph/0202261","Benjamin D. G. Chandran","B. D. G. Chandran and D. C. Backer","Radio-wave propagation through a medium containing electron-density
  fluctuations described by an anisotropic Goldreich-Sridhar spectrum","25 pages, 3 figures, submitted to ApJ","Astrophys.J. 576 (2002) 176-187","10.1086/340792",,"astro-ph",,"  We study the propagation of radio waves through a medium possessing density
fluctuations that are elongated along the ambient magnetic field and described
by an anisotropic Goldreich-Sridhar power spectrum. We derive general formulas
for the wave phase structure function, visibility, angular broadening,
diffraction-pattern length scales, and scintillation time scale for arbitrary
distributions of turbulence along the line of sight, and specialize these
formulas to idealized cases.
","[{""version"":""v1"",""created"":""Wed, 13 Feb 2002 21:13:36 GMT""}]","2009-11-07"
