"astro-ph/0204101","Luis Tenorio","R.Vio, L. Tenorio & W. Wamsteker","On Optimal Detection of Point Sources in CMB Maps","6 pages, 3 figures",,"10.1051/0004-6361:20020821",,"astro-ph",,"  Point-source contamination in high-precision Cosmic Microwave Background
(CMB) maps severely affects the precision of cosmological parameter estimates.
Among the methods that have been proposed for source detection, wavelet
techniques based on ``optimal'' filters have been proposed.In this paper we
show that these filters are in fact only restrictive cases of a more general
class of matched filters that optimize signal-to-noise ratio and that have, in
general, better source detection capabilities, especially for lower amplitude
sources. These conclusions are confirmed by some numerical experiments.
\keywords{Methods: data analysis -- Methods: statistical
","[{""version"":""v1"",""created"":""Fri, 5 Apr 2002 16:10:03 GMT""}]","2009-11-07"
"astro-ph/0204102","Edward F. Brown","Edward F. Brown (1), Lars Bildsten (2) and Philip Chang (2) ((1)
  University of Chicago, (2) University of California, Santa Barbara)","Variability in the Thermal Emission from Accreting Neutron Star
  Transients","14 pages, 5 figures, uses emulateapj5 and psnfss fonts. To be
  published in The Astrophysical Journal",,"10.1086/341066",,"astro-ph",,"  The composition of the outer 100 m of a neutron star sets the heat flux that
flows outwards from the core. For an accreting neutron star in an X-ray
transient, the thermal quiescent flux depends sensitively on the amount of
hydrogen and helium remaining on the surface after an accretion outburst and on
the composition of the underlying ashes of previous H/He burning. Because H/He
has a higher thermal conductivity, a larger mass of H/He implies a shallower
thermal gradient through the low density envelope and hence a higher effective
temperature for a given core temperature. The mass of residual H and He varies
from outburst to outburst, so the thermal quiescent flux is variable even
though the core temperature is constant for timescales < 10 000 yr. Heavy
elements settle from a H/He envelope in a few hours; we therefore model the
quiescent envelope as two distinct layers, H/He over heavier elements, and
treat the mass of H/He as a free parameter. We find that the emergent thermal
quiescent flux can vary by a factor of 2 to 3 between different quiescent
epochs. The variation is more pronounced at lower interior temperatures, making
systems with low quiescent luminosities and frequent outbursts, such as SAX
J1808.4-3658, ideal candidates from which to observe this effect. We compute,
for different ash compositions, the interior temperatures of Cen X-4, Aql X-1,
and SAX J1808.4-3658. In the case of Aql X-1, the inferred high interior
temperature suggests that neutrino cooling contributes to the neutron star's
thermal balance.
","[{""version"":""v1"",""created"":""Fri, 5 Apr 2002 16:23:59 GMT""}]","2009-11-07"
"astro-ph/0204103","Michael R. Corbin","Michael R. Corbin, Earl O'Neil and Marcia J. Rieke","Hubble Space Telescope NICMOS Imaging of the Core of M87","Accepted for publication in the Astronomical Journal",,"10.1086/341169",,"astro-ph",,"  We present broad-band 1.1, 1.6 and 2.2 micron images and a 2.37 micron
narrow-band image of the inner 19"" of the nearby radio galaxy M87, obtained
with the Near Infrared Camera and Multi-Object Spectrometer of the Hubble Space
Telescope (HST). The isophotes of the broad-band images are almost perfectly
circular to within approximately 0.5"" (~ 50 pc) of the active nucleus, and an
r**1/4 law provides a good fit to the galaxy profile to within the same
distance. This result agrees with predictions that the nuclear supermassive
black hole will produce a nearly spherical distribution of the surrounding
stars within a galaxy crossing time. A difference image formed from the 1.6
micron image and a V-band image obtained with the HST Wide Field Planetary
Camera 2 does not show any clear evidence of a physically thick dusty torus
around the nucleus, consistent with its lack of strong thermal infrared
emission. The images and associated colors also confirm that the regions beyond
the nucleus do not contain strongly concentrated dust,in contrast to many other
radio galaxies. In combination with other recent observations, these results
indicate that M87 represents the dynamically evolved product of past galaxy
mergers, and suggest that its nucleus is in the final stages of activity.
","[{""version"":""v1"",""created"":""Fri, 5 Apr 2002 16:27:19 GMT""}]","2009-11-07"
"astro-ph/0204104","Javier Licandro","J. Licandro (1), F. Ghinassi (1), and L. Testi (2) ((1)Centro Galileo
  Galilei & Telescopio Nazionale Galileo, Spain (2) INAF - Osservatorio
  Astrofisico di Arcetri, Italy)","Infrared spectroscopy of the largest known trans-neptunian object 2001
  KX76","1 Latex file, 2 postscript files. A&A in press",,"10.1051/0004-6361:20020533",,"astro-ph",,"  We report complete near-infrared (0.9-2.4 $\mu$m) spectral observations of
the largest know trans-neptunian objects (TNO) 28976 = 2001 KX$_{76}$ taken in
two different nights using the new Near Infrared Camera Spectrometer (NICS)
attached to the 3.56m Telescopio Nazionale Galileo (TNG). The spectra are
featureless and correspond to a neutral colored object. Our observations
indicate that the surface of 2001 KX$_{76}$ is probably highly evolved due to
long term irradiation, and that collisional resurfacing processes have not
played an important role in its evolution.
","[{""version"":""v1"",""created"":""Fri, 5 Apr 2002 17:07:03 GMT""}]","2009-11-07"
"astro-ph/0204105","Walter Brisken","Walter F. Brisken (NRAO), John M. Benson (NRAO), W. M. Goss (NRAO), S.
  E. Thorsett (UCSC)","VLBA Measurement of Nine Pulsar Parallaxes","36 pages, Latex, 15 figures. Accepted for publication in ApJ, 2002
  June 1",,"10.1086/340098",,"astro-ph",,"  We determined the distances to nine pulsars by parallax measurements using
the NRAO Very Long Baseline Array, doubling the number of pulsars with accurate
distance measurements. Broadband phase modeling was used to calibrate the
varying dispersive effects of the ionosphere and remove the resulting phase
errors from the phase-referenced VLBI data. The resulting parallaxes have a
typical accuracy of 100 microarcseconds or better, yielding distances
measurements as accurate as 2%. We also report new proper motion measurements
of these pulsars, accurate to 0.4 mas per year or better.
","[{""version"":""v1"",""created"":""Fri, 5 Apr 2002 18:43:46 GMT""}]","2015-06-24"
"astro-ph/0204106","M. Vestergaard","M. Vestergaard (Ohio State University)","Determining Central Black Hole Masses in Distant Active Galaxies","14 pages, plus 7 tables and 7 figures. To appear in ApJ, June 1, 2002","Astrophys.J. 571 (2002) 733-752","10.1086/340045",,"astro-ph",,"  An empirical relationship, of particular interest for studies of high
redshift active galactic nuclei (AGNs) and quasars, between the masses of their
central black-holes and rest-frame ultraviolet (UV) parameters measured in
single-epoch AGN spectra is presented. This relationship is calibrated to
recently measured reverberation masses of low-redshift AGNs and quasars. An
empirical relationship between single-epoch rest-frame optical
spectrophotometric measurements and the central masses is also presented. The
UV relationship allows reasonable estimates of the central masses to be made of
high-redshift AGNs and quasars for which these masses cannot be directly or
easily measured by the techniques applicable to the lower luminosity, nearby
AGNs. The central mass obtained by this method can be estimated to within a
factor of ~3 for most objects. This is reasonable given the intrinsic
uncertainty of a factor less than 2 in the primary methods used to measure the
central masses of nearby inactive and active galaxies, namely resolved gas and
stellar kinematics in the underlying host galaxy and reverberation-mapping
techniques. The UV relationship holds good potential for being a powerful tool
to study black-hole demographics at high redshift as well as to statistically
study the fundamental properties of AGNs. The broad line region size -
luminosity relationship is key to the calibrations presented here. The fact
that its intrinsic scatter is also the main source of uncertainty in the
calibrations stresses the need for better observational constraints to be
placed on this relationship. The empirically calibrated relationships presented
here will be applied to quasar samples in forthcoming work.
","[{""version"":""v1"",""created"":""Fri, 5 Apr 2002 21:11:29 GMT""}]","2009-11-07"
"astro-ph/0204107","Roberto Maiolino","R. Maiolino, L. Vanzi, F. Mannucci, G. Cresci, F. Ghinassi, M. Della
  Valle","Discovery of two infrared supernovae: a new window on the SN search","9 pages, 7 figures, accepted for publication in A&A",,"10.1051/0004-6361:20020604",,"astro-ph",,"  We report the discovery of two supernovae (SN 1999gw and SN 2001db) obtained
within the framework of an infrared monitoring campaign of Luminous Infrared
Galaxies, aimed at detecting obscured supernovae. SN 2001db, extinguished by
Av~5.5 mag, is the first supernova discovered in the infrared which has
received the spectroscopic confirmation. This result highlights the power of
infrared monitoring in detecting obscured SNe and indicates that optical
surveys are probably missing a significant fraction of SNe, especially in
obscured systems such as starburst galaxies. The preliminary estimate of SN
rate in LIRG galaxies is about an order of magnitude higher than that expected
from optical surveys.
","[{""version"":""v1"",""created"":""Sat, 6 Apr 2002 01:52:58 GMT""}]","2009-11-07"
"astro-ph/0204108","Donghai Zhao","Donghai Zhao (SHAO, MPA), Houjun Mo (MPA), Yipeng Jing (SHAO, MPA),
  Gerhard Boerner (MPA)","The Growth and Structure of Dark Matter Haloes","26 pages, including 10 figures. v2: some conceptual changes. Accepted
  for publication in MNRAS","Mon.Not.Roy.Astron.Soc. 339 (2003) 12-24","10.1046/j.1365-8711.2003.06135.x",,"astro-ph",,"  In this paper, we analyse in detail the mass-accretion histories and
structural properties of dark haloes in high-resolution N-body simulations.
Modeling the density distribution in individual haloes with the NFW profile, we
find, for all main progenitors of a given halo, there is a tight correlation
between its inner scale radius $r_s$ and the mass within it, $M_s$, which is
the basic reason why halo structural properties are closely related to their
mass-accretion histories. This correlation can be used to predict accurately
the structural properties of a dark halo at any time from its mass-accretion
history. We also test our model with a large sample of GIF haloes. The build-up
of dark haloes in CDM models generally consists of an early phase of fast
accretion and a late phase of slow accretion [where $M_h$ increases with time
approximately as the expansion rate]. These two phases are separated at a time
when the halo concentration parameter $c\sim 4$. Haloes in the two accretion
phases show systematically different properties, for example, the circular
velocity $v_h$ increases rapidly with time in the fast accretion phase but
remain almost constant in the slow accretion phase,the inner properties of a
halo, such as $r_s$ and $M_s$ increase rapidly with time in the fast accretion
phase but change only slowly in the slow accretion phase. The potential well
associated with a halo is built up mainly in the fast accretion phase, even
though a large amount of mass (over 10 times) can be accreted in the slow
accretion phase. We discuss our results in connection to the formation of dark
haloes and galaxies in hierarchical models.
","[{""version"":""v1"",""created"":""Sat, 6 Apr 2002 05:26:57 GMT""},{""version"":""v2"",""created"":""Mon, 7 Oct 2002 15:47:26 GMT""}]","2009-11-07"
"cond-mat/0204140","H. Courtois","M. Giroud, K. Hasselbach, H.Courtois (CRTBT-CNRS Grenoble, France), D.
  Mailly (LPN-CNRS Marcoussis, France), B. Pannetier (CRTBT-CNRS Grenoble,
  France)","Electron transport in a mesoscopic superconducting / ferromagnetic
  hybrid conductor","7 pages, 6 figures, final version","Eur. Phys. J. B 31, 103 (2003)","10.1140/epjb/e2003-00014-x",,"cond-mat.mes-hall cond-mat.supr-con",,"  We present electrical transport experiments performed on submicron hybrid
devices made of a ferromagnetic conductor (Co) and a superconducting (Al)
electrode. The sample was patterned in order to separate the contributions of
the Co conductor and of the Co-Al interface. We observed a strong influence of
the Al electrode superconductivity on the resistance of the Co conductor. This
effect is large only when the interface is highly transparent. We characterized
the dependence of the observed resistance decrease on temperature, bias current
and magnetic field. As the differential resistance of the ferromagnet exhibits
a non-trivial asymmetry, we claim that the magnetic domain structure plays an
important role in the electron transport properties of superconducting /
ferromagnetic conductors.
","[{""version"":""v1"",""created"":""Fri, 5 Apr 2002 17:18:53 GMT""},{""version"":""v2"",""created"":""Mon, 3 Feb 2003 17:42:44 GMT""}]","2009-11-07"
"cond-mat/0204145","Taras Yavors'kii","Yu. Holovatch, M. Dudka, T. Yavors'kii","A Marginal Dimension of a Weakly Diluted Quenched m-Vector Model","6 pages, 4 figures, 2 style files","J. Phys. Stud., Vol. 5, No 3/4 (2001) pp. 233-239",,,"cond-mat",,"  We calculate a marginal order parameter dimension $m_c$ which in a weakly
diluted quenched $m$-vector model controls the crossover from a universality
class of a ``pure'' model ($m>m_c$) to a new universality class ($m<m_c$).
Exploiting the Harris criterion and the field-theoretical renormalization group
approach allows us to obtain $m_c$ as a five-loop $\epsilon$-expansion as well
as a six-loop pseudo-$\epsilon$ expansion. In order to estimate the numerical
value of $m_c$ we process the series by precisely adjusted Pad\'e--Borel--Leroy
resummation procedures. Our final result $m_c=1.912\pm0.004<2$ stems from the
longer and more reliable pseudo-$\epsilon$ expansion, suggesting that a weak
quenched disorder does not change the values of $xy$-model critical exponents
as it follows from the experiments on critical properties of ${\rm He}^4$ in
porous media.
","[{""version"":""v1"",""created"":""Fri, 5 Apr 2002 16:07:23 GMT""}]","2007-05-23"
