"astro-ph/0204151","Patrick Slane","Patrick Slane, David J. Helfand, and Stephen S. Murray","New Constraints on Neutron Star Cooling from Chandra Observations of
  3C58","13 pages, 4 figures, accepted by ApJ Letters",,"10.1086/341179",,"astro-ph",,"  3C58 is a young Crab-like supernova remnant. Historical evidence strongly
suggests an association of the remnant with supernova SN 1181, which would make
3C58 younger than the Crab Nebula. Recent Chandra observations have identified
the young 65 ms pulsar J0205+6449 at its center, embedded in a compact nebula
which, we show here, appears to be confined by the pulsar wind termination
shock. We present new Chandra observations of this compact nebula and embedded
pulsar which set strong upper limits on thermal emission originating from the
neutron star surface. These limits fall far below predictions of standard
neutron star cooling, requiring the presence of exotic cooling processes in the
neutron star core.
","[{""version"":""v1"",""created"":""Tue, 9 Apr 2002 19:42:03 GMT""}]","2016-08-30"
"astro-ph/0204161","Antonio Pipino","Antonio Pipino (1), Francesca Matteucci (1), Stefano Borgani (2),
  Andrea Biviano (3) ((1) Dipartimento di Astronomia, Universit\'a di Trieste,
  (2) INFN, Sezione di Trieste, c/o Dipartimento di Astronomia, (3) INAF,
  Osservatorio Astronomico di Trieste)","SNe heating and the chemical evolution of the intra-cluster medium","29 pages, 7 figures, New Astronomy accepted",,"10.1016/S1384-1076(02)00136-7",,"astro-ph",,"  We compute the chemical and thermal history of the intra-cluster medium in
rich and poor clusters under the assumption that supernovae (I, II) are the
major responsible both for the chemical enrichment and the heating of the
intra-cluster gas. We assume that only ellipticals and S0 galaxies contribute
to the enrichment and heating of the intra-cluster gas through supernova driven
winds and explore several prescriptions for describing the feed-back between
supernovae and the interstellar medium in galaxies. We integrate then the
chemical and energetical contributions from single cluster galaxies over the
cluster luminosity function and derive the variations of these quantities as
functions of the cosmic time. We reach the following conclusions: i) while type
II supernovae dominates the chemical enrichment and energetics inside the
galaxies, type Ia supernovae play a predominant role in the intra-cluster
medium, ii) galaxy models, which reproduce the observed chemical abundances and
abundance ratios in the intra-cluster medium, predict a maximum of 0.3-0.4 keV
per particle of energy input, a result obtained by assuming that type Ia
supernovae contribute 100% of their initial blast wave energy whereas type II
supernovae contribute only by a few percents of their initial energy.
","[{""version"":""v1"",""created"":""Tue, 9 Apr 2002 17:35:53 GMT""}]","2009-11-07"
"astro-ph/0204162","Gordon T. Richards","Gordon T. Richards, Daniel E. Vanden Berk, Timothy A. Reichard,
  Patrick B. Hall, Donald P. Schneider, Mark SubbaRao, Anirudda R. Thakar and
  Donald G. York","Broad Emission Line Shifts in Quasars: An Orientation Measure for
  Radio-Quiet Quasars?","37 pages, 11 figures (2 color), 2 tables. AJ in press. v2: Added some
  references and some minor corrections from the proofs","Astron.J. 124 (2002) 1","10.1086/341167",,"astro-ph",,"  Using a sample of 3814 quasars from the Sloan Digital Sky Survey, we confirm
that high-ionization, broad, emission lines such as CIV are significantly
blueshifted with respect to low-ionization, broad, emission lines such as MgII.
CIV emission line peaks have a range of shifts from a redshift of 500 km/s to
blueshifts well in excess of 2000 km/s as compared to MgII. We confirm previous
results that suggest an anti-correlation between the shift of the CIV emission
line peak and the rest equivalent width of the CIV emission line. Furthermore,
using composite spectra, we are able to show that the apparent shift of the CIV
emission line peak is not a shift so much as it is a lack of flux in the red
wing for the composite with the largest apparent shift. This observation should
strongly constrain models for the broad emission line region in quasars. The
emission line blueshift and equivalent width of CIV are also discussed in light
of the Baldwin Effect and as a function of other quasar properties such as
spectral index, radio and X-ray detection. We find a possible correlation with
both the radio and broad absorption line properties of the quasars that is
suggestive of orientation as the cause of the CIV velocity shifts.
","[{""version"":""v1"",""created"":""Tue, 9 Apr 2002 18:10:05 GMT""},{""version"":""v2"",""created"":""Wed, 8 May 2002 19:47:03 GMT""}]","2009-11-07"
"astro-ph/0204163","Jean-Pierre De Villiers","Jean-Pierre De Villiers and John F. Hawley","Three-Dimensional Hydrodynamic Simulations of Accretion Tori in Kerr
  Spacetimes","Accepted for publication in ApJ. 23 pages, 11 figures, animations
  available at http://www.astro.virginia.edu/~jd5v/h91redux/h91redux.html",,"10.1086/342238",,"astro-ph",,"  This paper presents results of three-dimensional simulations of global
hydrodynamic instabilities in black hole tori, extending earlier work by Hawley
to Kerr spacetimes. This study probes a three-dimensional parameter space of
torus angular momentum, torus size, and black hole angular momentum. We have
observed the growth of the Papaloizou-Pringle instability for a range of torus
configurations and the resultant formation of m=1 planets. We have also
observed the quenching of this instability in the presence of early accretion
flows; however, in one simulation both early accretion and planet formation
occurred. Though most of the conclusions reached in Hawley's earlier work on
Schwarzschild black holes carry over to Kerr spacetime, the presence of frame
dragging in the Kerr geometry adds an element of complexity to the simulations;
we have seen especially clear examples of this phenomenon in the accretion
flows that arise from retrograde tori.
","[{""version"":""v1"",""created"":""Tue, 9 Apr 2002 19:01:59 GMT""},{""version"":""v2"",""created"":""Tue, 9 Apr 2002 20:12:07 GMT""},{""version"":""v3"",""created"":""Wed, 5 Jun 2002 13:34:11 GMT""}]","2009-11-07"
"astro-ph/0204164","Roland Jesseit","R. Jesseit, T. Naab, A. Burkert (MPIA, Heidelberg)","The Validity of the Adiabatic Contraction Approximation for Dark Matter
  Halos","7 pages, 3 figures, 1 table. Added reference. Accepted for
  publication in ApJL",,"10.1086/341369",,"astro-ph",,"  We use high resolution numerical simulations to investigate the adiabatic
contraction of dark matter halos with a Hernquist density profile. We test the
response of the halos to the growth of additional axisymmetric disk potentials
with various central concentrations and the spherically symmetric potential of
a softened point mass. Adding the potentials on timescales that are long
compared to the dynamical time scale of the halo, the contracted halos have
density profiles that are in excellent agreement with analytical predictions
based on the conservation of the adiabatic invariant $M(r)r$. This is
surprising as this quantity is strictly conserved only for particles on
circular orbits and in spherically symmetric potentials. If the same potentials
are added on timescales that are short compared to the dynamical timescale, the
result depends strongly on the adopted potential. The adiabatic approximation
still works for disk potentials. It does, however, fail for the central
potential.
","[{""version"":""v1"",""created"":""Tue, 9 Apr 2002 19:44:21 GMT""},{""version"":""v2"",""created"":""Mon, 29 Apr 2002 15:12:28 GMT""}]","2009-11-07"
"astro-ph/0204165","Massimo Marengo","Massimo Marengo, Margarita Karovska, Zeljko Ivezic","An IR view of mass loss in Long Period Variables","4 pages, 4 postscript figures, uses Mem. SAIt new mem.cls LaTeX
  class, to appear in proc. ""Convegno Nazionale di Astronomia Infrarossa"",
  December 4-7 2001, Perugia (Italy)",,,,"astro-ph",,"  We have investigated the mass loss processes in Long Period Variables, by
combining radiative transfer modeling with mid-IR imaging and spectroscopic
observations. We find a correlation between variability type and temporal
variations in the mass loss rate. Mira variables are more likely to maintain
constant mass loss rates over long period of time. Semiregular and Irregular
variables are characterized by frequent interruptions in their mass loss rate,
on timescales of ~100 yr. High resolution imaging of individual Long Period
Variable sources show departures from spherical symmetry. We present the case
of o Cet (Mira), in which the presence of a low mass companion plays an active
role in shaping the circumstellar environment.
","[{""version"":""v1"",""created"":""Tue, 9 Apr 2002 21:03:56 GMT""}]","2007-05-23"
"astro-ph/0204166","Roland Kothes","Bulent Uyaniker and Roland Kothes","A large atomic hydrogen shell in the outer Galaxy: SNR or stellar wind
  bubble?","Accepted for publication by The Astrophysical Journal, 5 Pages, 4
  Figures",,"10.1086/341117",,"astro-ph",,"  We report the detection of a ring like HI structure toward l=90.0, b=2.8 with
a velocity of v_LSR=-99 km/s. This velocity implies a distance of d=13 kpc,
corresponding to a Galactocentric radius of R_gal=15 kpc. The l-v_LSR diagram
implies an expansion velocity of v_exp ~ 15 km/s for the shell. The structure
has an oblate, irregular shell-like appearance which surrounds weak infrared
emission as seen in the 60 micrometer IRAS data. At a distance of 13 kpc the
size of the object is about 110 x 220 pc and placed 500 pc above the Galactic
plane with a mass of 1e5 solar mass. An expanding shell with such a high mass
and diameter cannot be explained by a single supernova explosion or by a single
stellar wind bubble. We interpret the structure as a relic of a distant stellar
activity region powered by the joint action of strong stellar winds from early
type stars and supernova explosions.
","[{""version"":""v1"",""created"":""Tue, 9 Apr 2002 21:20:21 GMT""}]","2009-11-07"
"astro-ph/0204167","Makoto Sasaki","Makoto Sasaki, Yoichi Asaoka, Masashi Jobashi","Detecting Very High Energy Neutrinos by the Telescope Array","15pages, 9 figures, 3 tables","Astropart.Phys. 19 (2003) 37-46","10.1016/S0927-6505(02)00191-3","ICRR-Report-484-2002-2","astro-ph",,"  We present the cosmic neutrino detecting potential of the Telescope Array for
quasihorizontally downward and upward air showers initiated by very high energy
neutrinos penetrating the air and the Earth respectively. We adopted model
predictions for extraterrestrial neutrino fluxes from active galactic nuclei,
gamma-ray bursters, Greisen photo production, the collapse of topological
defects, and Z-bursts. The Telescope Array, using a large array of bright and
wide field-of-view flourescence telescopes, can esplore these very high energy
cosmic neutrino sources.
","[{""version"":""v1"",""created"":""Tue, 9 Apr 2002 23:12:25 GMT""},{""version"":""v2"",""created"":""Mon, 15 Jul 2002 06:56:20 GMT""}]","2007-05-23"
"astro-ph/0204168","Massimo Marengo","M. Marengo, M. Karovska, D. Sasselov, C. Papaliolios, J.T. Armstrong,
  T.E. Nordgren","Calibrating the Cepheid Period-Luminosity relation with the VLTI","3 pages, 2 postscript figures, uses eas.cls LaTeX class file, to
  appear in the proc. Eurowinter School ""Observing with the VLTI"", Feb 3-8
  2002, Les Houches (France)",,"10.1051/eas:2003026",,"astro-ph",,"  The VLTI is the ideal instrument for measuring the distances of nearby
Cepheids with the Baade-Wesselink method, allowing an accurate recalibration of
the Cepheid Period-Luminosity relation. The high accuracy required by such
measurement, however, can only be reached taking into account the effects of
limb darkening, and its dependence on the Cepheid pulsations. We present here
our new method to compute phase- and wavelength-dependent limb darkening
profiles, based on hydrodynamic simulation of Classical Cepheid atmospheres.
","[{""version"":""v1"",""created"":""Tue, 9 Apr 2002 23:47:39 GMT""}]","2015-06-24"
"astro-ph/0204169","Yun Wang","Yun Wang, Daniel E. Holz, and Dipak Munshi","A universal probability distribution function for weak-lensing
  amplification","final version, ApJ Lett in press","Astrophys.J. 572 (2002) L15-L18","10.1086/341604",,"astro-ph",,"  We present an approximate form for the weak lensing magnification
distribution of standard candles, valid for all cosmological models, with
arbitrary matter distributions, over all redshifts. Our results are based on a
universal probability distribution function (UPDF), $P(\eta)$, for the reduced
convergence, $\eta$. For a given cosmological model, the magnification
probability distribution, $P(\mu)$, at redshift $z$ is related to the UPDF by
$P(\mu)=P(\eta)/2|\kappa_{min}|$, where $\eta=1+(\mu-1)/(2|\kappa_{min}|)$, and
$\kappa_{min}$ (the minimum convergence) can be directly computed from the
cosmological parameters ($\Omega_m$ and $\Omega_\Lambda$). We show that the
UPDF can be well approximated by a three-parameter stretched Gaussian
distribution, where the values of the three parameters depend only on
$\xi_\eta$, the variance of $\eta$. In short, all possible weak lensing
probability distributions can be well approximated by a one-parameter family.
We establish this family, normalizing to the numerical ray-shooting results for
a ${\Lambda}$CDM model by Wambsganss et al. (1997). Each alternative
cosmological model is then described by a single function $\xi_\eta(z)$. We
find that this method gives $P(\mu)$ in excellent agreement with numerical
ray-tracing and three-dimensional shear matrix calculations, and provide
numerical fits for three representative models (SCDM, $\Lambda$CDM, and OCDM).
Our results provide an easy, accurate, and efficient method to calculate the
weak lensing magnification distribution of standard candles, and should be
useful in the analysis of future high-redshift supernova data.
","[{""version"":""v1"",""created"":""Wed, 10 Apr 2002 00:36:19 GMT""},{""version"":""v2"",""created"":""Mon, 6 May 2002 18:17:08 GMT""}]","2009-11-07"
