"astro-ph/0208062","Alberto Rodriguez-Ardila","Alberto Rodriguez-Ardila (1), Sueli M. Viegas (1), Miriani G.
  Pastoriza (2), Lisa Prato (3) ((1) IAG-USP, Brazil, (2) Dpto. de Astronomia,
  UFRGS, Brazil, (3) UCLA.)","Near-Infrared Coronal Lines in Narrow-Line Seyfert 1 Galaxies","13 pages, 8 figures. To be published in ApJ","Astrophys.J. 579 (2002) 214-226","10.1086/342840",,"astro-ph",,"  We report spectroscopic observations in the wavelength region 0.8-2.4 microns
aimed at detecting near-infrared coronal lines in a sample of 5 narrow-line and
1 broad-line Seyfert 1 galaxies. Our measurements show that [SiVI] 1.963mu,
[SIX] 1.252mu and [SVIII] 0.991mu are present in most of the objects and are
useful tracers of nuclear activity. Line ratios between coronal and low
ionization forbidden lines are larger in narrow-line Seyfert 1 galaxies. A
positive correlation between FHWM and ionization potential of the forbidden
lines is observed. Some coronal lines have widths similar to that of lines
emitted in the broad line region (BLR), indicating that part of their flux
originates in gas close to the outer portions of the BLR. Most coronal lines
are blueshifted relative to the systemic velocity of the galaxy and this shift
increases with the increase in line width. Assymetries towards the blue are
observed in the profiles of high-ionization Fe lines, suggesting that the
emitting gas is related to winds or outflows, most probably originating in
material that is being evaporated from the torus. This scenario is supported by
models that combine the effects of shock ionization and photoionization by a
central continuum source in the gas clouds. The agreement between the coronal
line emission predicted by the models and the observations is satisfactory; the
models reproduced the whole range of coronal line intensities observed. We also
report the detection of [FeXIII] 1.074,1.079mu in three of our objects and the
first detection of [PII] 1.188mu and [NiII] 1.191mu in a Seyfert 1 galaxy, ARK
564. Using the ratio [PII]/[FeII] we deduced that most Fe present in the outer
NLR of ARK 564 is locked up in grains, and the influence of shocks is
negligible.
","[{""version"":""v1"",""created"":""Fri, 2 Aug 2002 19:12:24 GMT""}]","2009-11-07"
"astro-ph/0208063","David Wittman","D. Wittman (Lucent Technologies' Bell Laboratories)","Weak Lensing","Part of a LNP Topical Volume ""Dark matter and gravitational lensing""
  (eds. Courbin, Minniti) to be published by Springer-Verlag, 2002. I rely on
  an earlier chapter in this volume to explain the basic lensing equations (see
  astro-ph/0208043). 43 pages; full-resolution version at
  http://dls.bell-labs.com/Pubs/WeakLensing.ps.gz","Lect.NotesPhys.608:55-95,2002",,,"astro-ph",,"  Weak lensing review at the first-year graduate student level.
","[{""version"":""v1"",""created"":""Fri, 2 Aug 2002 19:30:41 GMT""}]","2008-11-26"
"astro-ph/0208064","Bradley M. Peterson","B.M. Peterson, and the International AGN Watch","Steps Toward Determination of the Size and Structure of the Broad-Line
  Region in Active Galactic Nuclei. XVI. A Thirteen-Year Study of Spectral
  Variability in NGC 5548","20 pages plus 4 figures. Accepted for publication in The
  Astrophysical Journal","Astrophys.J. 581 (2002) 197-204","10.1086/344197",,"astro-ph",,"  We present the final installment of an intensive 13-year study of variations
of the optical continuum and broad H-beta emission line in the Seyfert 1 galaxy
NGC 5548. The data base consists of 1530 optical continuum measurements and
1248 H-beta measurements. The H-beta variations follow the continuum variations
closely, with a typical time delay of about 20 days. However, a year-by-year
analysis shows that the magnitude of emission-line time delay is correlated
with the mean continuum flux. We argue that the data are consistent with the
simple model prediction that the size of the broad-line region is proportional
to the square root of the ionizing luminosity. Moreover, the apparently linear
nature of the correlation between the H-beta response time and the nonstellar
optical continuum arises as a consequence of the changing shape of the
continuum as it varies, specifically with the optical (5100 A) continuum
luminosity proportional to the ultraviolet (1350 A) continuum luminosity to the
0.56 power.
","[{""version"":""v1"",""created"":""Fri, 2 Aug 2002 19:48:43 GMT""}]","2009-11-07"
"astro-ph/0208065","Daniel C. Homan","Daniel C. Homan (1), John F.C. Wardle (2), Chi C. Cheung (2), David H.
  Roberts (2), Joanne M. Attridge (3) ((1) NRAO, (2) Brandeis University, (3)
  MIT Haystack Observatory)","PKS 1510-089: A Head-On View of a Relativistic Jet","8 pages, 4 figures, Accepted for publication in ApJ","Astrophys.J. 580 (2002) 742-748","10.1086/343894",,"astro-ph",,"  The gamma-ray blazar PKS 1510-089 has a highly superluminal milli-arcsecond
jet at a position angle (PA) of -28 degrees and an arcsecond jet with an
initial PA of 155 degrees. With a PA difference of 177 degrees between the
arcsecond and milli-arcsecond jets, PKS 1510-089 is perhaps the most highly
misaligned radio jet ever observed and serves as a graphic example of
projection effects in a highly beamed relativistic jet. Here we present the
results of observations designed to bridge the gap between the milli-arcsecond
and arcsecond scales. We find that a previously detected ``counter-feature'' to
the arcsecond jet is directly fed by the milli-arcsecond jet. This feature is
located 0.3"" from the core, corresponding to a de-projected distance of 30
kiloparsecs. The feature appears to be dominated by shocked emission and has an
almost perfectly ordered magnetic field along its outside edge. We conclude
that it is most likely a shocked bend, viewed end-on, where the jet crosses our
line of sight to form the southern arcsecond jet. While the bend appears to be
nearly 180 degrees when viewed in projection, we estimate the intrinsic bending
angle to be between 12 and 24 degrees. The cause of the bend is uncertain;
however, we favor a scenario where the jet is bent after it departs the galaxy,
either by ram pressure due to winds in the intracluster medium or simply by the
density gradient in the transition to the intergalactic medium.
","[{""version"":""v1"",""created"":""Fri, 2 Aug 2002 20:03:45 GMT""}]","2009-11-07"
"astro-ph/0208066","Bradley M. Peterson","Bradley M. Peterson (Department of Astronomy, The Ohio State
  University)","The Structure and Energetics of Active Galactic Nuclei","8 pages, including 1 figure. To be published in ""Hubble's Science
  Legacy: Future Optical-Ultraviolet Astronomy from Space"", eds. K.R. Sembach,
  J.C. Blades, G.D. Illingworth, & R.C. Kennicutt, ASP Conference Series",,,,"astro-ph",,"  The black-hole/accretion-disk paradigm for active galactic nuclei (AGNs) is
now reasonably secure, but there are still important unresolved issues, some of
which will require the capabilities of an 8 to 10-m class UV/optical
space-based telescope. Imaging spectroscopy with a diffraction-limited large
telescope will be required to measure AGN black-hole masses from stellar
dynamics for direct comparison with reverberation mapping-based masses. High
spectral resolution in the UV is required to determine the mass and kinetic
energy of the outflows observed in the absorption spectra of AGNs and to
understand the energetics of the accretion process. As with ground-based
astronomy, however, effective use of a large UV/optical space telescope
requires complementary smaller facility instruments; a meter-class UV
spectroscopic telescope, for example, can fit into a Medium Explorer budget.
","[{""version"":""v1"",""created"":""Fri, 2 Aug 2002 20:19:52 GMT""}]","2007-05-23"
"astro-ph/0208067","Darach Watson","D. Watson (1), J.N. Reeves (1), J. Osborne (1), P.T. O'Brien (1), K.A.
  Pounds (1), J.A. Tedds (1), M. Santos-Lleo (2) and M. Ehle (2) ((1)
  University of Leicester, (2) XMM-Newton SOC, Vilspa, ESA)","The X-ray afterglows of gamma-ray bursts GRB 001025A and GRB 010220
  observed with XMM-Newton","5 pages, 2 figures; accepted for publication in A&A letters","Astron.Astrophys. 393 (2002) L1-L6","10.1051/0004-6361:20021132",,"astro-ph",,"  The X-ray afterglows of GRB 001025A and GRB 010220 were detected by
XMM-Newton with an average 0.2--10.0 keV flux of 4.4 and 3.3x10^{-14} erg
cm^{-2} s^{-1} respectively; the afterglow of GRB 001025A is observed to decay.
Afterglows at other wavelengths were not detected for either burst. A set of
broadened soft X-ray emission lines are detected in the afterglow of GRB
001025A, at 5.0 sigma significance above a Galactic-absorbed power-law
continuum. The spectra of both afterglows are significantly better fit by a
variable abundance thermal plasma model than by an absorbed power-law and are
consistent with the observations of GRB 011211, indicating that thermal
emission from light elements may be common in the early X-ray afterglows of
GRBs.
","[{""version"":""v1"",""created"":""Fri, 2 Aug 2002 21:18:55 GMT""}]","2009-11-07"
"astro-ph/0208068","David Rothstein","David M. Rothstein, Stephen S. Eikenberry (Cornell University)","Fast Infrared Sub-Flares From GRS 1915+105","4 pages, 2 figures; to appear in Proceedings of the 4th Microquasar
  Workshop, eds. Ph Durouchoux, Y. Fuchs and J. Rodriguez, published by the
  Center for Space Physics: Kolkata",,,,"astro-ph",,"  We report the discovery of fast (~ 100 sec) 2.2 micron flares from the
microquasar GRS 1915+105, which are superimposed on longer (~ 30 min), brighter
flares corresponding to episodes of jet formation. The number and strength of
the sub-flares in each bright flare varies, and does not seem to correlate in
any obvious way with the underlying light curve or with changes in the X-ray
emission. However, the fact that these sub-flares only occur in tandem with the
larger flares indicates that they might be related to the jet ejection process.
","[{""version"":""v1"",""created"":""Fri, 2 Aug 2002 23:54:14 GMT""}]","2007-05-23"
"astro-ph/0208069","Roger W. Romani","Timothy M. Braje and Roger W. Romani","RX J1856-3754: Evidence for a Stiff EOS","To appear in the Astrophysical Journal. 6 pages, 5 figures","Astrophys.J. 580 (2002) 1043-1047","10.1086/343895",,"astro-ph",,"  We have examined the soft X-ray plus optical/UV spectrum of the nearby
isolated neutron star RX J1856-3754, comparing with detailed models of a
thermally emitting surface. Like previous investigators, we find the spectrum
is best fit by a two-temperature blackbody model. In addition, our simulations
constrain the allowed viewing geometry from the observed pulse fraction upper
limits. These simulations show that RX J1856-3754 is very likely to be a normal
young pulsar, with the non-thermal radio beam missing Earth's line of sight.
The SED limits on the model parameter space put a strong constraint on the
star's M/R. At the measured parallax distance, the allowed range for
Mstar=1.5Msun is Rstar=13.7+/-0.6km. Under this interpretation, the EOS is
relatively stiff near nuclear density and the `Quark Star' EOS posited in some
previous studies is strongly excluded. The data also constrain the surface T
distribution over the polar cap.
","[{""version"":""v1"",""created"":""Sat, 3 Aug 2002 00:34:49 GMT""}]","2009-11-07"
"astro-ph/0208070","Roger W. Romani","R.W. Romani, J. Burney, P. Brink, B. Cabrera, P. Castle, T. Kenny, E.
  Wang, B. Young, A.J. Miller and S.W. Nam","UV-IR Science Prospects with TES Imaging Arrays","Romani 2002 (4pp), to appear in ""Hubble's Science Legacy: Future
  Optical-Ultraviolet Astronomy from Space"", eds. K.R. Sembach, J.C. Blades,
  G.D. Illingworth, & R.C. Kennicutt, ASP Conference Series, in preparation",,,,"astro-ph",,"  We are developing photon-counting cameras employing cryogenic arrays of
energy-resolving TES (Transition Edge Sensor) pixels. These are being tested in
ground-based instruments, but will have their greatest impact when employed on
space platforms, where they can cover the 10micrometer-100nm range with high
time- and moderate energy- resolution. Here we summarize briefly existing
device performance, current directions in array camera development and
anticipated capabilities.
","[{""version"":""v1"",""created"":""Sat, 3 Aug 2002 00:48:03 GMT""}]","2007-05-23"
"astro-ph/0208071","Shinya Wanajo","Naoki Itoh, Nami Tomizawa, Shinya Wanajo, Satoshi Nozawa","Enhancement of Resonant Thermonuclear Reaction Rates in Extremely Dense
  Stellar Plasmas","13 pages, 3 figures, accepted for publication in ApJ, replaced with
  revised version","Astrophys.J.586:1436-1440,2003","10.1086/367720",,"astro-ph",,"  The enhancement factor of the resonant thermonuclear reaction rates is
calculated for the extremely dense stellar plasmas in the liquid phase. In
order to calculate the enhancement factor we use the screening potential which
is deduced from the numerical experiment of the classical one-component plasma.
It is found that the enhancement is tremendous for white dwarf densities if the
^{12}C + ^{12}C fusion cross sections show resonant behavior in the
astrophysical energy range. We summarize our numerical results by accurate
analytic fitting formulae.
","[{""version"":""v1"",""created"":""Sat, 3 Aug 2002 02:42:02 GMT""},{""version"":""v2"",""created"":""Fri, 6 Dec 2002 08:58:20 GMT""}]","2008-11-26"
