"astro-ph/0206132","Yousaf Mahmood Butt","Yousaf M. Butt, Diego F. Torres, Jorge A. Combi, Thomas M. Dame,
  Gustavo E. Romero","Molecular Beam Dumps as Tracers of Hadronic Cosmic Ray Sources: the Case
  of SNR IC443","To be submitted to the Proceedings of the 2002 Moriond Gamma-Ray
  Universe Conference. Ammended to include clarification from A. Bykov
  regarding fits in Bykov et al. 2000",,,,"astro-ph hep-ex hep-ph",,"  The gamma-ray & neutrino visibility of cosmic ray (CR) accelerators will be
dramatically increased by the presence of molecular material abutting such
sites due to the increased probability of pion production -- and, in the case
of neutral pions, subsequent gamma-decay. This was recognized by Pinkau,
Montmerle, and Black & Fazio, and others in the 1970's. In an effort to examine
the long-standing -- but unproven -- conjecture that galactic supernova
remnants (SNRs) are indeed the sites of nucleonic CR acceleration to <~300TeV/n
we have carried out a 3-way coincidence search between the SNRs in Green's
(2001) catalog, the GeV range unidentified sources from the third EGRET catalog
(Hartman et al.,1999), and molecular clouds, at low Galactic latitudes (|b|<~5
deg). In order to be quantitative regarding the distribution and amount of the
ambient molecular masses we have extracted the CO(J=1->0) mm wavelength data
from the compilation of Dame, Hartmann & Thaddeus (2001), at the best estimates
of the various SNR distances. We outline the overall correlative study and
examine the interesting case of SNR IC443, a likely accelerator of CR nuclei.
","[{""version"":""v1"",""created"":""Sun, 9 Jun 2002 18:18:16 GMT""},{""version"":""v2"",""created"":""Wed, 3 Jul 2002 16:47:24 GMT""}]","2007-05-23"
"astro-ph/0206133","Shinya Wanajo","Shinya Wanajo, Naoki Itoh, Yuhri Ishimaru, Satoshi Nozawa, and Timothy
  C. Beers","The r-process in the neutrino winds of core-collapse supernovae and U-Th
  cosmochronology","23 pages, 7 figures, accepted for publication in ApJ","Astrophys.J. 577 (2002) 853-865","10.1086/342230",,"astro-ph",,"  The discovery of the second highly $r$-process-enhanced, extremely metal-poor
star, CS 31082-001 ([Fe/H] $= -2.9$) has provided a powerful new tool for age
determination, by virtue of the detection and measurement of the radioactive
species uranium and thorium. One of the serious limitations of this approach,
however, is that predictions of the production ratio of U and Th have not been
made in the context of a realistic astrophysical model of the $r$-process. We
have endeavored to produce such a model, based on the ``neutrino winds'' that
are expected to arise from the nascent neutron star of a core-collapse
supernova. The mass-integrated $r$-process yields, obtained by assuming a
simple time evolution of the neutrino luminosity, are compared to the available
spectroscopic elemental abundance data of CS 31082-001. As a result, the
``age'' of this star is determined to be $14.1 \pm 2.5$ Gyr, in excellent
agreement with lower limits on the age of the universe estimated by other
dating techniques, as well as with other stellar radioactive age estimates.
Future measurements of Pt and Pb in this star, as well as expansion of searches
for additional $r$-process-enhanced, metal-poor stars (especially those in
which both U and Th are measurable), are of special importance to constrain the
current astrophysical models for the $r$-process.
","[{""version"":""v1"",""created"":""Mon, 10 Jun 2002 02:43:00 GMT""}]","2009-11-07"
"astro-ph/0206134","Sachindra Naik","N. S. Singh (1), S. Naik (2), B. Paul (2), P. C. Agrawal (2), A. R.
  Rao (2), and K. Y. Singh (1) ((1) Dept. of Physics, Manipur University,
  Imphal, Manipur, India, (2) Tata Institute of Fundamental Research, Mumbai,
  India)","New Measurements of Orbital Period Change in Cygnus X-3","7 pages, 4 figures, accepted for publication in A&A",,"10.1051/0004-6361:20020923",,"astro-ph",,"  A nonlinear nature of the binary ephemeris of Cygnus X-3 indicates either a
change in the orbital period or an apsidal motion of the orbit. We have made
extended observations of Cygnus X-3 with the Pointed Proportional Counters
(PPCs) of the Indian X-ray Astronomy Experiment (IXAE) during 1999 July 3-13
and October 11-14. Using the data from these observations and the archival data
from ROSAT, ASCA, BeppoSAX and RXTE, we have extended the data base for this
source. Adding these new arrival time measurements to the published results, we
make a comparison between the various possibilities, (a) orbital decay due to
mass loss from the system, (b) mass transfer between the stars, and (c) apsidal
motion of the orbit due to gravitational interaction between the two
components. Orbital decay due to mass loss from the companion star seems to be
the most probable scenario.
","[{""version"":""v1"",""created"":""Mon, 10 Jun 2002 06:02:42 GMT""}]","2009-11-07"
"astro-ph/0206135","D. Rigopoulou","D. Rigopoulou, D. Kunze, D. Lutz, R. Genzel, A.F.M. Moorwood","An ISO--SWS survey of molecular hydrogen in Starburst and Seyfert
  Galaxies","Astronomy and Astrophysics in press",,"10.1051/0004-6361:20020607",,"astro-ph",,"  We present results from a survey of molecular hydrogen emission from a sample
of Starburst and Seyfert galaxies carried out with the Infrared Space
Observatory (ISO). Pure rotational H_2 emission has been detected in a number
of extragalactic objects and a variety of environments. A number of transitions
from S(7) to S(0) are detected in both Starbursts and Seyferts. Using
excitation diagrams we derive temperatures and masses of the ``warm'' molecular
hydrogen. We find that the temperature of the ``warm'' gas is similar in
Starbursts and Seyferts (those Seyferts for which we have firm detections of
the S(0) line) with a value of around T~150 K. This ``warm'' gas accounts for
as much as 10% of the total galactic mass (as probed by CO molecular
observations) in Starbursts. The fraction of ``warm'' gas is overall higher in
Seyferts, ranging between 2--35%. We then investigate the origin of the warm
H_2 emission. Comparison with published theoretical models and Galactic
templates implies that although emission from photodissociation regions (PDR)
alone could explain the emission from Starbursts and Seyferts, most likely a
combination of PDR, shock emission and gas heated by X-rays (mostly for the
Seyferts) is responsible for H_2 excitation in extragalactic environments.
Finally, we find that although PAH and H_2 line emission correlate well in
Starbursts and the large scale emission in AGN, H_2 emission is much stronger
compared to PAH emission in cases where a ``pure'' AGN dominates the energy
output.
","[{""version"":""v1"",""created"":""Mon, 10 Jun 2002 10:13:41 GMT""}]","2009-11-07"
"astro-ph/0206136","Buat","V. Buat, D. Burgarella, J.M. Deharveng and D. Kunth","Spectral Energy Distributions of starburst galaxies in the 900-1200 A
  range","11 pages, 6 postscript figures, accepted for publication in Astronomy
  & Astrophysics","Astron.Astrophys. 393 (2002) 33-42","10.1051/0004-6361:20020925",,"astro-ph",,"  We present the 970-1175 A spectral energy distributions (SEDs) of 12
starburst galaxies observed with the Far Ultraviolet Spectroscopic Explorer
FUSE. We take benefit of the high spectral resolution of FUSE to estimate a
continuum as much as possible unaffected by the interstellar lines. The
continuum is rather flat with, in few cases, a decrease at lambda <~1050 A, the
amplitude of which being correlated with various indicators of the dust
extinction. The far-UV SEDs are compared with synthetic population models. The
galaxies with almost no extinction have a SED consistent with an on-going star
formation over some Myrs. We derive a mean dust attenuation law in the
wavelength range 965-1140 A by comparing the SED of obscured galaxies to an
empirical dust-free SED. The extinction is nearly constant longward of 1040 A
but rises at shorter wavelengths. We compare our results with other studies of
the extinction for galaxies and stars in this wavelength range.
","[{""version"":""v1"",""created"":""Mon, 10 Jun 2002 10:44:10 GMT""}]","2009-11-07"
"astro-ph/0206137","Viki Joergens","V. Joergens, Matilde Fernand\'ez, Ralph Neuh\""auser, Eike Guenther","Rotational Periods of very Young Brown Dwarfs in ChaI","Proceeding of poster presentation at the '1st Potsdam Thinkshop on
  Starspots', May 2002, Potsdam, Germany",,,,"astro-ph",,"  A photometric monitoring campaign of brown dwarfs in the ChaI star forming
region in the i and R band revealed significant periodic variations of the
three M6.5-M7 type brown dwarf candidates ChaHa2, 3 and 6 (Joergens et al.
2002). These are the first rotational periods for very young (1-5 Myr) brown
dwarfs and among the first rotational periods for brown dwarfs at all. The
relatively long periods of 2.2 to 3.4 days as well as vsini values (Joergens &
Guenther 2001) indicate that our targets are moderately fast rotators in
contrast to very rapidly rotating old brown dwarfs. The periods for the ChaI
brown dwarf candidates provide valuable data points in an as yet, in terms of
rotational characteristic, almost unexplored region of the age-mass diagram. A
comparison with rotational properties of older brown dwarfs indicates that most
of the acceleration during the contraction phase takes place within the first
30 Myr or less of the lifetime of a brown dwarf. We have also determined
periods for the two M5-M5.5 type very low-mass stars B34 and CHXR78C.
","[{""version"":""v1"",""created"":""Mon, 10 Jun 2002 11:05:09 GMT""}]","2007-05-23"
"astro-ph/0206138","Anisa Bajkova","V.K.Dubrovich, M.Yu.Khlopov","Primordial pairing and binding of superheavy charge particles in the
  early Universe","Latex, 4 pages. The final version to appear in Pis'ma ZhETF (the
  conditions for the primordial binding are specified, some refs added)","JETP Lett. 77 (2003) 335-338; Pisma Zh.Eksp.Teor.Fiz. 77 (2003)
  403-406","10.1134/1.1581955",,"astro-ph",,"  Primordial superheavy particles, considered as the source of Ultra High
Energy Cosmic Rays (UHECR) and produced in local processes in the early
Universe, should bear some strictly or approximately conserved charge to be
sufficiently stable to survive to the present time. Charge conservation makes
them to be produced in pairs, and the estimated separation of particle and
antiparticle in such pair is shown to be in some cases much smaller than the
average separation determined by the averaged number density of considered
particles. If the new U(1) charge is the source of a long range field similar
to electromagnetic field, the particle and antiparticle, possessing that
charge, can form primordial bound system with annihilation timescale, which can
satisfy the conditions, assumed for this type of UHECR sources. These
conditions severely constrain the possible properties of considered particles.
","[{""version"":""v1"",""created"":""Mon, 10 Jun 2002 11:21:28 GMT""},{""version"":""v2"",""created"":""Tue, 11 Jun 2002 06:21:03 GMT""},{""version"":""v3"",""created"":""Fri, 21 Mar 2003 13:35:05 GMT""}]","2009-11-07"
"astro-ph/0206139","Muratorio Gerard","G. Muratorio, N. Markova, M. Friedjung, G. Israelian","Properties of the PCygni wind found using the Self Absorption Curve
  method","accepted by Astronomy & Astrophysics",,"10.1051/0004-6361:20020708",,"astro-ph",,"  We have used the optical lines of N II and Fe III to study the wind of the
luminous blue variable P Cyg. This was performed by applying a version of the
Self Absorption Curve (SAC) method, involving few assumptions, to lines whose
flux can be measured. A rather surprising result was obtained; the lines of
more excited multiplets without blue shifted absorption components appear to be
optically thick, while the lines of the most excited multiplets may show some
indications of being optically thicker than the lines of less excited ones.
Explanations of such effects are discussed, including possible inhomogeneities
in the wind.
","[{""version"":""v1"",""created"":""Mon, 10 Jun 2002 13:24:28 GMT""}]","2009-11-07"
"astro-ph/0206140","Markus Kissler-Patig","Markus Kissler-Patig (ESO, Garching, Germany), Jean P. Brodie
  (UCO/Lick Observatory, Santa Cruz, USA), Dante Minniti (U.Catolica, Santiago,
  Chile)","Extragalactic Globular Clusters in the Near Infrared I: A comparison
  between M87 and NGC 4478","accepted in A&A, 13 pages using the A&A macro",,"10.1051/0004-6361:20020831",,"astro-ph",,"  We compare optical and near infrared colours of globular clusters in M87, the
central giant elliptical in Virgo, and NGC 4478, an intermediate luminosity
galaxy in Virgo, close in projection to M87. Combining V and I photometry
obtained with the WFPC2 on HST and Ks photometry obtained with the NIRC on Keck
1, we find the broad range in colour and previously detected bi-modality in
M87. We confirm that NGC 4478 only hosts a blue sub-population of globular
clusters and now show that these clusters' V-I and V-K colours are very similar
to those of the halo globular clusters in Milky Way and M31. Most likely, a
metal-rich sub-population never formed around this galaxy (rather than having
formed and been destroyed later), probably because its metal-rich gas was
stripped during its passage through the centre of the Virgo cluster.
  The V-I, V-K colours are close to the predicted colours from SSP models for
old populations. However, M87 hosts a few red clusters that are best explained
by intermediate ages (a few Gyr). Generally, there is evidence that the red,
metal-rich sub-population has a complex colour structure and is itself composed
of clusters spanning a large metallicity and, potentially, age range. This
contrasts with the blue, metal-poor population which appears very homogeneous
in all galaxies observed so far.
","[{""version"":""v1"",""created"":""Mon, 10 Jun 2002 14:04:27 GMT""}]","2009-11-07"
"astro-ph/0206141","George Melikidze","Janusz Gil and George I. Melikidze","On the formation of inner vacuum gaps in radio pulsars","14 pages, 3 figures","Astrophys.J. 577 (2002) 909-916","10.1086/342236",,"astro-ph",,"  The problem of formation of the Ruderman-Sutherland type inner vacuum gap in
neutron stars with ${\bf\Omega}\cdot{\bf B}<0$ is considered. It is argued by
means of the condition $T_i/T_s>1$ (where $T_i$ is the critical temperature
above which $^{56}_{26}$Fe ions will not be bound at the surface and $T_s$ is
the actual temperature of the polar cap surface heated by the back-flow of
relativistic electrons) that the inner vacuum gap can form, provided that the
actual surface magnetic field is extremaly strong ($B_s\gtrsim 10^{13}$ G) and
curved (${\cal R}<10^6$ cm), irrespective of the value of dipolar component
measured from the pulsar spin down rate. Calculations are carried out for
pulsars with drifting subpulses and/or periodic intensity modulations, in which
the existence of the quasi steady vacuum gap discharging via ${\bf E}\times{\bf
B}$ drifting sparks is almost unavoidable. Using different pair-production
mechanisms and different estimates of the cohesive energies of surface iron
ions, we show that it is easier to form the vacuum gap controlled by the
resonant inverse Compton scaterring seed photons than by the curvature
radiation seed photons.
","[{""version"":""v1"",""created"":""Mon, 10 Jun 2002 14:04:50 GMT""}]","2009-11-07"
