"astro-ph/0203057","Spyridon Kitsionas","S. Kitsionas and A. P. Whitworth (Department of Physics and Astronomy,
  Cardiff University, Wales, U.K.)","Smoothed Particle Hydrodynamics with particle splitting, applied to
  self-gravitating collapse","8 pages, 6 figures","Mon.Not.Roy.Astron.Soc. 330 (2002) 129","10.1046/j.1365-8711.2002.05115.x",,"astro-ph",,"  We describe and demonstrate a method for increasing the resolution locally in
a Smoothed Particle Hydrodynamic (SPH) simulation, by splitting particles. We
show that in simulations of self-gravitating collapse (of the sort which are
presumed to occur in star formation) the method is stable, and affords great
savings in computer time and memory. When applied to the standard Boss &
Bodenheimer test -- which has been shown to depend critically on fulfilment of
the Jeans Condition -- the results are comparable both with those obtained
using Adaptive Mesh Refinement, and with those obtained using a standard
high-resolution SPH simulation, but they are achieved with considerably less
computational resource. Further development and testing is required before the
method can safely be applied to more general flows.
","[{""version"":""v1"",""created"":""Tue, 5 Mar 2002 16:08:57 GMT""}]","2009-11-07"
"astro-ph/0203058","Jeremy S. Heyl","Jeremy S. Heyl, Nir J. Shaviv","QED and the High Polarization of the Thermal Radiation from Neutron
  Stars","6 pages, 2 figures, minor changes to reflect accepted version","Phys.Rev. D66 (2002) 023002","10.1103/PhysRevD.66.023002",,"astro-ph",,"  The thermal emission of strongly magnetized neutron-star atmospheres is
thought to be highly polarized. However, because of the different orientations
of the magnetic field over the surface of the neutron star (NS), it is commonly
assumed that the net observed polarization will be significantly reduced as the
polarization from different regions will cancel each other. We show that the
birefringence of the magnetized QED vacuum decouples the polarization modes in
the magnetosphere; therefore, the direction of the polarization follows the
direction of the magnetic field up to a large distance from the stellar
surface. At this distance, the rays that leave the surface and are destined for
our detectors pass through only a small solid angle; consequently, the
polarization direction of the emission originating in different regions will
tend to align together. The net observed polarization of the thermal radiation
of NSs should therefore be very large. Measurement of this polarization will be
the first direct evidence of the birefringence of the magnetized vacuum due to
QED and a direct probe of behavior of the vacuum at magnetic fields of order of
and above the critical QED field of 4.4 x 10 13 G. The large observable
polarization will also help us learn more about the atmospheric properties of
NSs.
","[{""version"":""v1"",""created"":""Tue, 5 Mar 2002 16:42:10 GMT""},{""version"":""v2"",""created"":""Thu, 16 May 2002 20:05:53 GMT""}]","2016-08-30"
"astro-ph/0203059","Miriam Pena","M. Pena and S. Medina","The extreme Type I planetary nebula M2-52","7 pages text, 1 figure. To appear in Rev. Mex. Astron. Astrof, vol
  38, April 2002",,,,"astro-ph",,"  High-resolution spectrophotometric data of the central zone of the Br-type
planetary nebula M2-52 are presented. The nebula has a rich spectrum, with high
and low excitation lines. The chemical composition derived from the spectra
shows that He and N are very enhanced in M2-52. Thus, this object can be
classified as an extreme Peimbert's Type I PN. The chemical composition of the
ionized gas is: He/H =0.165 +/- 0.010, O/H = (2.6 +/- 0.5)E-04, N/O = 2.3 +/-
0.3, Ne/O = 0.37 +/-0.10, Ar/O = (9.2 +/- 2.0)E-03 and S/O > 2.0 E-03. The
expansion velocity of the nebula is, on average, about 20 +/- 2 km/s, but the
low ionization species (N+ and S+) seem to show systematically slightly lower
expansion velocities (18 km/s) than O(++) and He+ which have v(exp) = 20 km/s
while H+ and He(++) present v(exp) = 22 km/s. This behavior could indicate that
the outer zones of the ionized gas are being decelerated by the molecular ring
located around the central star.
","[{""version"":""v1"",""created"":""Tue, 5 Mar 2002 17:49:22 GMT""}]","2007-05-23"
"astro-ph/0203060","Benjamin F. Lane","B. F. Lane, M. Creech-Eakman and T. E. Nordgren","Long baseline interferometric observations of Cepheids","22 pages, 5 figures. Accepted for publication in ApJ",,"10.1086/340558",,"astro-ph",,"  We present observations of the galactic cepheids eta Aql and zeta Gem. Our
observations are able to resolve the diameter changes associated with
pulsation. This allows us to determine the distance to the Cepheids independent
of photometric observations. We determine a distance to eta Aql of 320 +/- 32
pc, and a distance to zeta Gem of 362 +/- 38 pc. These observations allow us to
calibrate surface brightness relations for use in extra-galactic distance
determination. They also provide a measurement of the mean diameter of these
Cepheids, which is useful in constructing structural models of this class of
star.
","[{""version"":""v1"",""created"":""Tue, 5 Mar 2002 20:56:14 GMT""},{""version"":""v2"",""created"":""Tue, 5 Mar 2002 21:02:55 GMT""}]","2009-11-07"
"astro-ph/0203061","Nevin N. Weinberg","Nevin N. Weinberg, Marc Kamionkowski (Caltech)","Weak Gravitational Lensing by Dark Clusters","18 pages, 11 figures; a few sentences and a figure added, conclusions
  unchanged, published in MNRAS","Mon.Not.Roy.Astron.Soc. 337 (2002) 1269","10.1046/j.1365-8711.2002.05977.x",,"astro-ph",,"  We calculate the abundance of dark-matter concentrations that are
sufficiently overdense to produce a detectable weak-gravitational-lensing
signal. Most of these overdensities are virialized halos containing
identifiable X-ray and/or optical clusters. However, a significant fraction are
nonvirialized overdensities still in the process of gravitational
collapse--these should produce significantly weaker or no X-ray emission. Our
predicted abundance of such dark clusters are consistent with the abundance
implied by the Erben et al. (2000) detection of a dark lens. Weak lensing by
these nonvirialized objects will need to be considered when determining
cosmological parameters with the lens abundance in future weak-lensing surveys.
Such weak lenses should also help shed light on the process of cluster
formation.
","[{""version"":""v1"",""created"":""Tue, 5 Mar 2002 23:23:49 GMT""},{""version"":""v2"",""created"":""Tue, 22 Apr 2003 21:38:55 GMT""}]","2009-11-07"
"astro-ph/0203062","Barbara J. Anthony-Twarog","Bruce A. Twarog, Barbara J. Anthony-Twarog and Delora Tanner (Univ. of
  Kansas)","Photometric Abundances for G-Dwarfs: A Cautionary Tale","12 columns, preprint format; 9 figures, gzipped compressed
  postscript; accepted for May 2002 Astronomical Journal",,"10.1086/340075",,"astro-ph",,"  Analysis of cluster and field star uvby data demonstrates the existence of a
previously undetected discrepancy in a widely used photometric metallicity
calibration for G dwarfs. The discrepancy is systematic and strongly
color-dependent, reducing the estimated [Fe/H] for stars above [Fe/H] ~ -0.2 by
between +0.1 and +0.4 dex, and creating a deficit of metal-rich stars among
dwarfs of mid-G and later spectral type. The source of the problem, triggered
for stars with b-y greater than about 0.47, appears to be an enhanced
metallicity dependence for the c1 index that increases as temperature declines.
The link between c1, normally a surface gravity indicator, and metallicity
produces two secondary effects. The deficit in the photometric abundance for a
cool dwarf is partially compensated by some degree of evolution off the main
sequence and cool dwarfs with metallicities significantly above the Hyades are
found to have c1 indices that classify them as giants. The potential impact of
the problem on stellar population studies is discussed.
","[{""version"":""v1"",""created"":""Tue, 5 Mar 2002 23:06:58 GMT""}]","2009-11-07"
"astro-ph/0203063","Allen Sweigart","Allen V. Sweigart (NASA/GSFC), Thomas M. Brown (STScI), Thierry Lanz,
  Wayne B. Landsman, Ivan Hubeny (NASA/GSFC)","The Origin of Hot Subluminous Horizontal-Branch Stars in Omega Centauri
  and NGC 2808","8 pages, 5 figures, to appear in ""Omega Centauri: a Unique Window
  into Astrophysics"" (Cambridge, August, 2001), ASP Conf. Ser., edited by F.
  van Leeuwen, G. Piotto, and J. Hughes",,,,"astro-ph",,"  Hot subluminous stars lying up to 0.7 mag below the extreme horizontal branch
(EHB) are found in the UV color-magnitude diagrams of omega Cen and NGC 2808.
Such stars are unexplained by canonical HB theory. In order to explore the
origin of these subluminous stars, we evolved a set of low-mass stars from the
main sequence through the helium-core flash to the HB for a wide range in the
mass loss along the red-giant branch (RGB). Stars with the largest mass loss
evolve off the RGB to high effective temperatures before igniting helium in
their cores. Our results indicate that the subluminous EHB stars, as well as
the gap within the EHB of NGC 2808, can be explained if these stars undergo a
late helium-core flash on the white-dwarf cooling curve. Under these conditions
the flash convection will penetrate into the stellar envelope, thereby mixing
most, if not all, of the envelope hydrogen into the hot helium- burning
interior. This phenomenon is analogous to the ""born-again"" scenario for
producing hydrogen-deficient stars during a very late helium-shell flash.
""Flash mixing"" greatly enhances the envelope helium and carbon abundances and,
as a result, leads to an abrupt increase in the HB effective temperature. We
argue that the EHB gap in NGC 2808 is caused by this theoretically predicted
dichotomy in the HB morphology. Using new helium- and carbon-rich stellar
atmospheres, we show that the flash-mixed stars have the same reduced UV flux
as the subluminous EHB stars. Moreover, we demonstrate that models without
flash mixing lie, at most, ~0.1 mag below the EHB and hence fail to explain the
observations. Flash mixing may also provide a new evolutionary channel for
producing the high gravity, He-rich sdO and sdB stars.
","[{""version"":""v1"",""created"":""Tue, 5 Mar 2002 22:24:30 GMT""}]","2007-05-23"
"astro-ph/0203064","Andrei M. Beloborodov","Andrei M. Beloborodov (CITA)","Modes of Accretion in X-ray Sources","16 pages, invited talk at ""Current High-Energy Emission around Black
  Holes"", 2nd KIAS Astrophysics Workshop, Seoul, 3-7 September 2001",,"10.1142/9789812777959_0014",,"astro-ph",,"  Three classical modes of accretion are briefly discussed: wind-fed,
spherical, and disk. The three modes are illustrated with the mass transfer
onto black holes in high-mass X-ray binaries. Then a new regime of mini-disk
accretion is described and it is argued that observed wind-fed X-ray sources
are likely to accrete in this regime. Switching from one accretion mode to
another can cause the observed spectral state transitio ns.
","[{""version"":""v1"",""created"":""Tue, 5 Mar 2002 22:53:19 GMT""}]","2017-08-23"
"astro-ph/0203065","Mark Lacy","M. Lacy (1,2,3), M. Gregg (2,1), R.H. Becker (2,1), R.L. White (4), E.
  Glikman (5), D. Helfand (5), J.N. Winn (6) ((1) IGPP, LLNL (2) University of
  California, Davis (3) SIRTF Science Center, Caltech (4) STSci (5) Columbia
  University (6) CfA, Harvard)","The Reddest Quasars II. A gravitationally-lensed FeLoBAL quasar","20 pages, 8 figures (3 color), accepted by AJ",,"10.1086/340568",,"astro-ph",,"  We report the discovery of a z=2.65 low-ionization iron broad absorption line
quasar, FIRST J100424.9+122922, which is gravitationally-lensed by a galaxy at
z~0.95. The object was discovered as part of a program to find very red quasars
by matching the FIRST radio survey with the 2-MASS near-infrared survey.
J100424.9+122922 is the second lensed system to be found in this program,
suggesting that many gravitational lenses are probably missed from conventional
optical quasar surveys. We have made a simple lens model and a rough estimate
of the reddening in the immediate environment of the quasar which suggests that
the quasar is intrinsically very luminous and is accreting at close to the
Eddington limit of its ~10^9 M_sun black hole. The lensing galaxy has a small
amount of dust which is responsible for some excess reddening observed in the
fainter image of the quasar, but is otherwise a fairly typical massive
elliptical galaxy. We model the selection effects working against the detection
of red quasars in both lensed and unlensed samples. We show that these
selection effects are very effective at removing even lightly-reddened high
redshift quasars from magnitude-limited samples, whether they are lensed or
not. This suggests that the red quasar population in general could be very
large, and in particular the class of iron broad absorption line quasars of
which J100424.9+122922 is a member may be much larger than their rarity in
magnitude-limited samples would suggest.
","[{""version"":""v1"",""created"":""Tue, 5 Mar 2002 22:48:01 GMT""}]","2009-11-07"
"astro-ph/0203066","Joel Omar Yam Gamboa","H. M. Tovmassian, V. Chavushian, O. Martinez, O. Yam, and H. Tiersch","Dynamics of HCGs","Presented in ""Galaxies: the Third Dimension"", proceedings of a
  conference held in Cozumel, Mexico, 3-7 December 2001. Organized by the
  Instituto de Astronomia, UNAM. Edited by Margarita Rosado, Luc Binette, and
  Lorena Arias To be published in ASP Conf. Series",,,,"astro-ph",,"  It is shown that compact groups of galaxies (HCGs, ShCGS) are stable
formations, in which principal member galaxies together with faint galaxies in
their environment rotate in elongated orbits around the common gravitational
center of the group. Hence, the multitude of puzzles related to CGs: the very
existence of CGs, absence of strong radio sources, absence of strong signs of
interaction and merging, the fact that elliptical members (the best candidates
for ongoing merging) are not more frequently first-ranked than spirals, etc.,
are solved. The number of such groups, may be much higher in the near Universe,
since only those of them, the elongation of which is oriented close to the line
of sight, or bright members of which happen to be close to each other during
regular rotation, are detected as the so-called compact groups.
","[{""version"":""v1"",""created"":""Tue, 5 Mar 2002 22:59:49 GMT""}]","2007-05-23"
